region,condition,policy,seed,episode,WEL,ISR,CE,burned_cells,total_reward
california,heldout_ignition,Learned Hierarchical,2042,6,16.0,0.5,0.9885057471264368,575,-278.232421875
california,heldout_ignition,Learned Hierarchical,2042,7,12.0,0.5,0.993103448275862,497,-324.23828125
california,heldout_ignition,Learned Hierarchical,2042,8,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,2042,9,28.0,0.16666666666666666,0.9632183908045977,739,-537.958984375
california,heldout_ignition,Learned Hierarchical,2042,10,34.0,0.0,0.9894736842105263,826,-392.607421875
california,heldout_ignition,Learned Hierarchical,2042,11,16.0,0.5,0.9885057471264368,575,-278.232421875
california,heldout_ignition,Learned Hierarchical,2042,12,12.0,0.5,0.993103448275862,497,-324.21875
california,heldout_ignition,Learned Hierarchical,2042,13,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,2042,14,28.0,0.16666666666666666,0.9632183908045977,739,-537.94921875
california,heldout_ignition,Learned Hierarchical,3042,0,34.0,0.0,0.9894736842105263,826,-392.568359375
california,heldout_ignition,Learned Hierarchical,3042,1,16.0,0.5,0.9885057471264368,575,-278.212890625
california,heldout_ignition,Learned Hierarchical,3042,2,12.0,0.5,0.993103448275862,497,-324.21875
california,heldout_ignition,Learned Hierarchical,3042,3,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,3042,4,28.0,0.16666666666666666,0.9632183908045977,739,-537.958984375
california,heldout_ignition,Learned Hierarchical,3042,5,34.0,0.0,0.9894736842105263,826,-392.568359375
california,heldout_ignition,Learned Hierarchical,3042,6,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,3042,7,12.0,0.5,0.993103448275862,497,-324.21875
california,heldout_ignition,Learned Hierarchical,3042,8,0.0,1.0,0.993103448275862,279,-112.32421875
california,heldout_ignition,Learned Hierarchical,3042,9,28.0,0.16666666666666666,0.9632183908045977,739,-537.96875
california,heldout_ignition,Learned Hierarchical,3042,10,34.0,0.0,0.9894736842105263,826,-392.607421875
california,heldout_ignition,Learned Hierarchical,3042,11,16.0,0.5,0.9885057471264368,575,-278.2421875
california,heldout_ignition,Learned Hierarchical,3042,12,12.0,0.5,0.993103448275862,497,-324.228515625
california,heldout_ignition,Learned Hierarchical,3042,13,0.0,1.0,0.993103448275862,279,-112.32421875
