region,condition,policy,seed,episode,WEL,ISR,CE,burned_cells,total_reward
saudi,cross_region,CommNet (matched) [trained on california],4042,7.0,26.466666666666665,0.2952380952380952,0.8266956933409929,874.9333333333333,-571.9307291666667
saudi,cross_region,Learned Hierarchical [trained on california],42,7.0,27.0,0.2857142857142857,0.9202130364780168,866.2666666666667,-497.1022135416667
saudi,cross_region,Learned Hierarchical [trained on california],1042,7.0,27.0,0.2857142857142857,0.897249327878944,884.0,-549.462890625
saudi,cross_region,Learned Hierarchical [trained on california],2042,7.0,27.0,0.2857142857142857,0.8766264377298806,894.8,-550.3079427083334
saudi,cross_region,Learned Hierarchical [trained on california],3042,7.0,27.0,0.2857142857142857,0.9035829166261546,885.8,-568.125
saudi,cross_region,Learned Hierarchical [trained on california],4042,7.0,27.0,0.2857142857142857,0.9004089907674344,881.3333333333334,-576.1100260416666
saudi,cross_region,No-Op,42,7.0,27.0,0.2857142857142857,1.0,868.0,-498.01171875
saudi,cross_region,No-Op,1042,7.0,27.0,0.2857142857142857,1.0,885.8666666666667,-550.5403645833334
saudi,cross_region,No-Op,2042,7.0,27.0,0.2857142857142857,1.0,895.7333333333333,-550.798828125
saudi,cross_region,No-Op,3042,7.0,27.0,0.2857142857142857,1.0,887.6,-569.20703125
saudi,cross_region,No-Op,4042,7.0,27.0,0.2857142857142857,1.0,883.2,-577.1549479166666
saudi,heldout_ignition,CommNet (matched),42,7.0,9.4,0.5142857142857143,0.6196582473878095,838.8,-426.92179687500004
saudi,heldout_ignition,CommNet (matched),1042,7.0,9.4,0.5142857142857143,0.6196582473878095,838.8,-426.9204947916667
saudi,heldout_ignition,CommNet (matched),2042,7.0,9.4,0.5142857142857143,0.6196582473878095,838.8,-426.92375000000004
saudi,heldout_ignition,CommNet (matched),3042,7.0,9.4,0.5142857142857143,0.6196582473878095,838.8,-426.91593750000004
saudi,heldout_ignition,CommNet (matched),4042,7.0,9.4,0.5142857142857143,0.6196582473878095,838.8,-426.91723958333336
saudi,heldout_ignition,Learned Hierarchical,42,7.0,19.8,0.3714285714285714,0.9995402298850575,848.4,-431.7220052083333
saudi,heldout_ignition,Learned Hierarchical,1042,7.0,19.8,0.3714285714285714,0.9995402298850575,848.4,-431.7194010416667
saudi,heldout_ignition,Learned Hierarchical,2042,7.0,19.8,0.3714285714285714,0.9995402298850575,848.4,-431.71875
saudi,heldout_ignition,Learned Hierarchical,3042,7.0,19.8,0.3714285714285714,0.9995402298850575,848.4,-431.7109375
saudi,heldout_ignition,Learned Hierarchical,4042,7.0,19.8,0.3714285714285714,0.9995402298850575,848.4,-431.7096354166667
saudi,heldout_ignition,Local Reactive,42,7.0,26.466666666666665,0.2952380952380952,0.996429599836548,807.0,-412.2499739583333
