WEL,ISR,CE,burned,return,policy,ckpt_region,train_seed,eval_seed,episode,region,condition
19.0,0.5,0.9867549668874172,496,-29.1,hiercomm_heur,california,1042.0,3042,9,california,wind_plus90
16.0,0.6666666666666666,0.913907284768212,324,-22.866666666666667,hiercomm_heur,california,1042.0,3042,10,california,wind_plus90
3.0,0.8333333333333334,0.9690949227373068,412,-6.433333333333332,hiercomm_heur,california,1042.0,3042,11,california,wind_plus90
0.0,1.0,0.9903846153846154,42,0.0,hiercomm_heur,california,1042.0,3042,12,california,wind_plus90
3.0,0.8333333333333334,1.0,142,-6.333333333333332,hiercomm_heur,california,1042.0,3042,13,california,wind_plus90
6.0,0.8333333333333334,0.9602649006622516,323,-9.433333333333332,hiercomm_heur,california,1042.0,3042,14,california,wind_plus90
12.0,0.5,0.98005698005698,332,-22.0,hiercomm_heur,california,1042.0,4042,0,california,wind_plus90
3.0,0.8333333333333334,0.9753086419753086,34,-6.533333333333331,hiercomm_heur,california,1042.0,4042,1,california,wind_plus90
13.0,0.6666666666666666,0.9889624724061812,523,-19.766666666666666,hiercomm_heur,california,1042.0,4042,2,california,wind_plus90
3.0,0.8333333333333334,0.9889624724061812,203,-6.433333333333332,hiercomm_heur,california,1042.0,4042,3,california,wind_plus90
13.0,0.6666666666666666,0.9911699779249448,448,-19.666666666666668,hiercomm_heur,california,1042.0,4042,4,california,wind_plus90
12.0,0.5,1.0,313,-22.0,hiercomm_heur,california,1042.0,4042,5,california,wind_plus90
12.0,0.5,0.9889624724061812,345,-22.0,hiercomm_heur,california,1042.0,4042,6,california,wind_plus90
9.0,0.6666666666666666,0.8785871964679912,329,-16.166666666666668,hiercomm_heur,california,1042.0,4042,7,california,wind_plus90
12.0,0.5,0.8631346578366446,444,-22.500000000000007,hiercomm_heur,california,1042.0,4042,8,california,wind_plus90
16.0,0.5,0.9973118279569892,600,-26.0,hiercomm_heur,california,1042.0,4042,9,california,wind_plus90
19.0,0.5,0.9867549668874172,499,-29.1,hiercomm_heur,california,1042.0,4042,10,california,wind_plus90
19.0,0.5,0.9867549668874172,538,-29.1,hiercomm_heur,california,1042.0,4042,11,california,wind_plus90
22.0,0.3333333333333333,0.9690949227373068,618,-35.333333333333336,hiercomm_heur,california,1042.0,4042,12,california,wind_plus90
16.0,0.5,0.9845474613686536,586,-26.1,hiercomm_heur,california,1042.0,4042,13,california,wind_plus90
0.0,1.0,0.981981981981982,44,0.0,hiercomm_heur,california,1042.0,4042,14,california,wind_plus90
0.0,1.0,1.0,67,0.0,hiercomm_heur,california,2042.0,42,0,california,wind_plus90
9.0,0.6666666666666666,1.0,197,-15.666666666666668,hiercomm_heur,california,2042.0,42,1,california,wind_plus90
9.0,0.6666666666666666,0.9911699779249448,212,-15.766666666666667,hiercomm_heur,california,2042.0,42,2,california,wind_plus90
0.0,1.0,1.0,24,0.0,hiercomm_heur,california,2042.0,42,3,california,wind_plus90
16.0,0.5,1.0,498,-26.0,hiercomm_heur,california,2042.0,42,4,california,wind_plus90
0.0,1.0,0.9206349206349206,10,0.0,hiercomm_heur,california,2042.0,42,5,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,2042.0,42,6,california,wind_plus90
0.0,1.0,1.0,23,0.0,hiercomm_heur,california,2042.0,42,7,california,wind_plus90
22.0,0.3333333333333333,0.9971988795518208,511,-35.333333333333336,hiercomm_heur,california,2042.0,42,8,california,wind_plus90
0.0,1.0,0.9955555555555556,32,0.0,hiercomm_heur,california,2042.0,42,9,california,wind_plus90
19.0,0.5,1.0,488,-29.0,hiercomm_heur,california,2042.0,42,10,california,wind_plus90
0.0,1.0,1.0,52,0.0,hiercomm_heur,california,2042.0,42,11,california,wind_plus90
12.0,0.5,1.0,564,-22.0,hiercomm_heur,california,2042.0,42,12,california,wind_plus90
22.0,0.3333333333333333,1.0,577,-35.333333333333336,hiercomm_heur,california,2042.0,42,13,california,wind_plus90
12.0,0.5,0.9668874172185432,309,-22.0,hiercomm_heur,california,2042.0,42,14,california,wind_plus90
10.0,0.8333333333333334,1.0,83,-13.333333333333332,hiercomm_heur,california,2042.0,1042,0,california,wind_plus90
0.0,1.0,1.0,61,0.0,hiercomm_heur,california,2042.0,1042,1,california,wind_plus90
16.0,0.5,0.9867549668874172,536,-26.0,hiercomm_heur,california,2042.0,1042,2,california,wind_plus90
22.0,0.3333333333333333,1.0,563,-35.333333333333336,hiercomm_heur,california,2042.0,1042,3,california,wind_plus90
3.0,0.8333333333333334,1.0,200,-6.333333333333332,hiercomm_heur,california,2042.0,1042,4,california,wind_plus90
0.0,1.0,0.9857142857142858,45,0.0,hiercomm_heur,california,2042.0,1042,5,california,wind_plus90
0.0,1.0,0.9977924944812362,40,0.0,hiercomm_heur,california,2042.0,1042,6,california,wind_plus90
22.0,0.3333333333333333,0.9646799116997792,667,-35.53333333333333,hiercomm_heur,california,2042.0,1042,7,california,wind_plus90
13.0,0.6666666666666666,1.0,483,-19.666666666666668,hiercomm_heur,california,2042.0,1042,8,california,wind_plus90
12.0,0.5,0.9845474613686536,352,-22.0,hiercomm_heur,california,2042.0,1042,9,california,wind_plus90
9.0,0.6666666666666666,1.0,335,-15.666666666666668,hiercomm_heur,california,2042.0,1042,10,california,wind_plus90
6.0,0.8333333333333334,0.9602649006622516,234,-9.333333333333332,hiercomm_heur,california,2042.0,1042,11,california,wind_plus90
13.0,0.6666666666666666,0.9972451790633609,465,-19.666666666666668,hiercomm_heur,california,2042.0,1042,12,california,wind_plus90
0.0,1.0,0.9852941176470588,43,0.0,hiercomm_heur,california,2042.0,1042,13,california,wind_plus90
0.0,1.0,1.0,25,0.0,hiercomm_heur,california,2042.0,1042,14,california,wind_plus90
22.0,0.3333333333333333,1.0,561,-35.333333333333336,hiercomm_heur,california,2042.0,2042,0,california,wind_plus90
16.0,0.5,0.8741721854304636,557,-26.0,hiercomm_heur,california,2042.0,2042,1,california,wind_plus90
22.0,0.3333333333333333,1.0,558,-22.0,hiercomm_heur,california,2042.0,2042,2,california,wind_plus90
22.0,0.3333333333333333,1.0,570,-35.333333333333336,hiercomm_heur,california,2042.0,2042,3,california,wind_plus90
0.0,1.0,0.9924242424242424,20,0.0,hiercomm_heur,california,2042.0,2042,4,california,wind_plus90
19.0,0.5,1.0,585,-29.0,hiercomm_heur,california,2042.0,2042,5,california,wind_plus90
9.0,0.6666666666666666,1.0,518,-15.666666666666668,hiercomm_heur,california,2042.0,2042,6,california,wind_plus90
3.0,0.8333333333333334,0.993103448275862,142,-6.333333333333332,hiercomm_heur,california,2042.0,2042,7,california,wind_plus90
0.0,1.0,1.0,27,0.0,hiercomm_heur,california,2042.0,2042,8,california,wind_plus90
9.0,0.6666666666666666,0.9977924944812362,196,-15.666666666666668,hiercomm_heur,california,2042.0,2042,9,california,wind_plus90
9.0,0.6666666666666666,1.0,165,-15.666666666666668,hiercomm_heur,california,2042.0,2042,10,california,wind_plus90
0.0,1.0,0.9955555555555556,32,0.0,hiercomm_heur,california,2042.0,2042,11,california,wind_plus90
22.0,0.3333333333333333,1.0,567,-35.333333333333336,hiercomm_heur,california,2042.0,2042,12,california,wind_plus90
0.0,1.0,1.0,57,0.0,hiercomm_heur,california,2042.0,2042,13,california,wind_plus90
22.0,0.3333333333333333,0.9889624724061812,544,-35.43333333333334,hiercomm_heur,california,2042.0,2042,14,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,2042.0,3042,0,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,2042.0,3042,1,california,wind_plus90
12.0,0.5,0.9933774834437086,216,-22.0,hiercomm_heur,california,2042.0,3042,2,california,wind_plus90
0.0,1.0,1.0,36,0.0,hiercomm_heur,california,2042.0,3042,3,california,wind_plus90
9.0,0.6666666666666666,1.0,532,-15.666666666666668,hiercomm_heur,california,2042.0,3042,4,california,wind_plus90
0.0,1.0,1.0,16,0.0,hiercomm_heur,california,2042.0,3042,5,california,wind_plus90
28.0,0.1666666666666666,1.0,557,-44.66666666666667,hiercomm_heur,california,2042.0,3042,6,california,wind_plus90
3.0,0.8333333333333334,1.0,217,-6.333333333333332,hiercomm_heur,california,2042.0,3042,7,california,wind_plus90
16.0,0.5,1.0,555,-26.0,hiercomm_heur,california,2042.0,3042,8,california,wind_plus90
22.0,0.3333333333333333,1.0,531,-35.333333333333336,hiercomm_heur,california,2042.0,3042,9,california,wind_plus90
3.0,0.8333333333333334,0.9977924944812362,323,-6.333333333333332,hiercomm_heur,california,2042.0,3042,10,california,wind_plus90
6.0,0.8333333333333334,0.9448123620309052,266,-9.333333333333332,hiercomm_heur,california,2042.0,3042,11,california,wind_plus90
9.0,0.6666666666666666,1.0,156,-15.666666666666668,hiercomm_heur,california,2042.0,3042,12,california,wind_plus90
0.0,1.0,1.0,46,0.0,hiercomm_heur,california,2042.0,3042,13,california,wind_plus90
0.0,1.0,0.9977924944812362,29,0.0,hiercomm_heur,california,2042.0,3042,14,california,wind_plus90
3.0,0.8333333333333334,0.9977924944812362,253,-6.333333333333332,hiercomm_heur,california,2042.0,4042,0,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,2042.0,4042,1,california,wind_plus90
3.0,0.8333333333333334,1.0,474,-6.333333333333332,hiercomm_heur,california,2042.0,4042,2,california,wind_plus90
0.0,1.0,1.0,21,0.0,hiercomm_heur,california,2042.0,4042,3,california,wind_plus90
22.0,0.3333333333333333,0.9845474613686536,497,-35.43333333333334,hiercomm_heur,california,2042.0,4042,4,california,wind_plus90
9.0,0.6666666666666666,1.0,330,-15.666666666666668,hiercomm_heur,california,2042.0,4042,5,california,wind_plus90
3.0,0.8333333333333334,1.0,330,-6.333333333333332,hiercomm_heur,california,2042.0,4042,6,california,wind_plus90
0.0,1.0,1.0,60,0.0,hiercomm_heur,california,2042.0,4042,7,california,wind_plus90
22.0,0.3333333333333333,0.9646799116997792,550,-35.43333333333334,hiercomm_heur,california,2042.0,4042,8,california,wind_plus90
16.0,0.5,1.0,467,-26.0,hiercomm_heur,california,2042.0,4042,9,california,wind_plus90
22.0,0.3333333333333333,0.9699453551912568,540,-35.43333333333334,hiercomm_heur,california,2042.0,4042,10,california,wind_plus90
22.0,0.3333333333333333,1.0,560,-35.333333333333336,hiercomm_heur,california,2042.0,4042,11,california,wind_plus90
19.0,0.5,1.0,550,-29.0,hiercomm_heur,california,2042.0,4042,12,california,wind_plus90
13.0,0.6666666666666666,0.955849889624724,560,-19.666666666666668,hiercomm_heur,california,2042.0,4042,13,california,wind_plus90
0.0,1.0,0.9955849889624724,49,0.0,hiercomm_heur,california,2042.0,4042,14,california,wind_plus90
25.0,0.3333333333333333,0.9933774834437086,649,-38.333333333333336,hiercomm_heur,california,3042.0,42,0,california,wind_plus90
9.0,0.6666666666666666,0.9904076738609112,392,-15.666666666666668,hiercomm_heur,california,3042.0,42,1,california,wind_plus90
6.0,0.8333333333333334,0.9977924944812362,275,-9.333333333333332,hiercomm_heur,california,3042.0,42,2,california,wind_plus90
6.0,0.8333333333333334,1.0,196,-9.333333333333332,hiercomm_heur,california,3042.0,42,3,california,wind_plus90
16.0,0.5,1.0,585,-26.0,hiercomm_heur,california,3042.0,42,4,california,wind_plus90
0.0,1.0,0.9947916666666666,13,0.0,hiercomm_heur,california,3042.0,42,5,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,3042.0,42,6,california,wind_plus90
13.0,0.6666666666666666,0.9823399558498896,734,-19.666666666666668,hiercomm_heur,california,3042.0,42,7,california,wind_plus90
22.0,0.3333333333333333,0.9494949494949496,663,-35.333333333333336,hiercomm_heur,california,3042.0,42,8,california,wind_plus90
0.0,1.0,0.9829059829059827,4,0.0,hiercomm_heur,california,3042.0,42,9,california,wind_plus90
22.0,0.3333333333333333,1.0,627,-35.333333333333336,hiercomm_heur,california,3042.0,42,10,california,wind_plus90
9.0,0.6666666666666666,0.9889624724061812,590,-15.766666666666667,hiercomm_heur,california,3042.0,42,11,california,wind_plus90
22.0,0.3333333333333333,1.0,694,-35.333333333333336,hiercomm_heur,california,3042.0,42,12,california,wind_plus90
22.0,0.3333333333333333,1.0,654,-35.333333333333336,hiercomm_heur,california,3042.0,42,13,california,wind_plus90
9.0,0.6666666666666666,0.977924944812362,379,-15.666666666666668,hiercomm_heur,california,3042.0,42,14,california,wind_plus90
12.0,0.6666666666666666,0.9867549668874172,619,-18.766666666666666,hiercomm_heur,california,3042.0,1042,0,california,wind_plus90
6.0,0.8333333333333334,0.9911699779249448,175,-9.333333333333332,hiercomm_heur,california,3042.0,1042,1,california,wind_plus90
16.0,0.5,0.9536423841059604,648,-26.0,hiercomm_heur,california,3042.0,1042,2,california,wind_plus90
22.0,0.3333333333333333,0.9492273730684326,613,-35.53333333333333,hiercomm_heur,california,3042.0,1042,3,california,wind_plus90
3.0,0.8333333333333334,0.9911699779249448,478,-6.333333333333332,hiercomm_heur,california,3042.0,1042,4,california,wind_plus90
0.0,1.0,0.9588477366255144,31,0.0,hiercomm_heur,california,3042.0,1042,5,california,wind_plus90
19.0,0.5,0.9315673289183224,697,-29.0,hiercomm_heur,california,3042.0,1042,6,california,wind_plus90
0.0,1.0,1.0,9,0.0,hiercomm_heur,california,3042.0,1042,7,california,wind_plus90
22.0,0.3333333333333333,1.0,688,-35.333333333333336,hiercomm_heur,california,3042.0,1042,8,california,wind_plus90
12.0,0.5,0.9624724061810156,493,-22.0,hiercomm_heur,california,3042.0,1042,9,california,wind_plus90
12.0,0.5,0.9955849889624724,308,-22.0,hiercomm_heur,california,3042.0,1042,10,california,wind_plus90
9.0,0.6666666666666666,1.0,206,-15.666666666666668,hiercomm_heur,california,3042.0,1042,11,california,wind_plus90
28.0,0.1666666666666666,0.988425925925926,598,-44.66666666666667,hiercomm_heur,california,3042.0,1042,12,california,wind_plus90
0.0,1.0,0.9588477366255144,31,0.0,hiercomm_heur,california,3042.0,1042,13,california,wind_plus90
12.0,0.5,0.9977924944812362,281,-22.0,hiercomm_heur,california,3042.0,1042,14,california,wind_plus90
16.0,0.5,0.9735099337748344,695,-26.0,hiercomm_heur,california,3042.0,2042,0,california,wind_plus90
22.0,0.3333333333333333,1.0,602,-35.333333333333336,hiercomm_heur,california,3042.0,2042,1,california,wind_plus90
22.0,0.3333333333333333,0.9514348785871964,638,-22.0,hiercomm_heur,california,3042.0,2042,2,california,wind_plus90
28.0,0.1666666666666666,0.9889624724061812,624,-44.66666666666667,hiercomm_heur,california,3042.0,2042,3,california,wind_plus90
0.0,1.0,0.9861111111111112,0,0.0,hiercomm_heur,california,3042.0,2042,4,california,wind_plus90
22.0,0.3333333333333333,1.0,673,-35.333333333333336,hiercomm_heur,california,3042.0,2042,5,california,wind_plus90
19.0,0.5,0.9906103286384976,642,-29.0,hiercomm_heur,california,3042.0,2042,6,california,wind_plus90
22.0,0.3333333333333333,0.9977924944812362,326,-35.333333333333336,hiercomm_heur,california,3042.0,2042,7,california,wind_plus90
13.0,0.6666666666666666,0.9624724061810156,697,-19.76666666666667,hiercomm_heur,california,3042.0,2042,8,california,wind_plus90
19.0,0.5,0.983451536643026,646,-29.0,hiercomm_heur,california,3042.0,2042,9,california,wind_plus90
3.0,0.8333333333333334,0.9977924944812362,347,-6.333333333333332,hiercomm_heur,california,3042.0,2042,10,california,wind_plus90
0.0,1.0,0.9829059829059827,4,0.0,hiercomm_heur,california,3042.0,2042,11,california,wind_plus90
22.0,0.3333333333333333,1.0,655,-35.333333333333336,hiercomm_heur,california,3042.0,2042,12,california,wind_plus90
9.0,0.6666666666666666,0.9889624724061812,555,-15.766666666666667,hiercomm_heur,california,3042.0,2042,13,california,wind_plus90
9.0,0.6666666666666666,0.9977924944812362,550,-15.666666666666668,hiercomm_heur,california,3042.0,2042,14,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,3042.0,3042,0,california,wind_plus90
0.0,1.0,0.9411764705882352,0,0.0,hiercomm_heur,california,3042.0,3042,1,california,wind_plus90
22.0,0.3333333333333333,0.9977924944812362,360,-35.333333333333336,hiercomm_heur,california,3042.0,3042,2,california,wind_plus90
19.0,0.5,0.9690949227373068,692,-29.0,hiercomm_heur,california,3042.0,3042,3,california,wind_plus90
22.0,0.3333333333333333,1.0,675,-35.333333333333336,hiercomm_heur,california,3042.0,3042,4,california,wind_plus90
19.0,0.5,0.9690949227373068,676,-29.0,hiercomm_heur,california,3042.0,3042,5,california,wind_plus90
22.0,0.3333333333333333,1.0,256,-35.333333333333336,hiercomm_heur,california,3042.0,3042,6,california,wind_plus90
19.0,0.5,0.9845474613686536,584,-29.0,hiercomm_heur,california,3042.0,3042,7,california,wind_plus90
16.0,0.6666666666666666,0.9977924944812362,559,-22.666666666666668,hiercomm_heur,california,3042.0,3042,8,california,wind_plus90
16.0,0.5,0.9536423841059604,677,-26.0,hiercomm_heur,california,3042.0,3042,9,california,wind_plus90
22.0,0.3333333333333333,1.0,679,-35.333333333333336,hiercomm_heur,california,3042.0,3042,10,california,wind_plus90
9.0,0.6666666666666666,1.0,272,-15.666666666666668,hiercomm_heur,california,3042.0,3042,11,california,wind_plus90
0.0,1.0,0.9947089947089948,16,0.0,hiercomm_heur,california,3042.0,3042,12,california,wind_plus90
19.0,0.5,0.9713024282560706,702,-29.0,hiercomm_heur,california,3042.0,3042,13,california,wind_plus90
0.0,1.0,1.0,44,0.0,hiercomm_heur,california,3042.0,3042,14,california,wind_plus90
9.0,0.6666666666666666,0.9889624724061812,462,-15.766666666666667,hiercomm_heur,california,3042.0,4042,0,california,wind_plus90
0.0,1.0,0.9642857142857144,0,0.0,hiercomm_heur,california,3042.0,4042,1,california,wind_plus90
22.0,0.3333333333333333,1.0,702,-35.333333333333336,hiercomm_heur,california,3042.0,4042,2,california,wind_plus90
0.0,1.0,1.0,34,0.0,hiercomm_heur,california,3042.0,4042,3,california,wind_plus90
19.0,0.5,1.0,552,-29.0,hiercomm_heur,california,3042.0,4042,4,california,wind_plus90
9.0,0.6666666666666666,0.9955849889624724,169,-15.666666666666668,hiercomm_heur,california,3042.0,4042,5,california,wind_plus90
9.0,0.6666666666666666,0.9889624724061812,516,-15.766666666666667,hiercomm_heur,california,3042.0,4042,6,california,wind_plus90
25.0,0.3333333333333333,0.9931972789115646,720,-38.333333333333336,hiercomm_heur,california,3042.0,4042,7,california,wind_plus90
9.0,0.6666666666666666,0.9977924944812362,559,-15.666666666666668,hiercomm_heur,california,3042.0,4042,8,california,wind_plus90
16.0,0.5,1.0,633,-26.0,hiercomm_heur,california,3042.0,4042,9,california,wind_plus90
28.0,0.1666666666666666,0.9889624724061812,624,-44.66666666666667,hiercomm_heur,california,3042.0,4042,10,california,wind_plus90
28.0,0.1666666666666666,0.9889624724061812,586,-44.66666666666667,hiercomm_heur,california,3042.0,4042,11,california,wind_plus90
28.0,0.1666666666666666,1.0,513,-44.66666666666667,hiercomm_heur,california,3042.0,4042,12,california,wind_plus90
16.0,0.5,0.9624724061810156,665,-26.0,hiercomm_heur,california,3042.0,4042,13,california,wind_plus90
0.0,1.0,0.9977924944812362,46,0.0,hiercomm_heur,california,3042.0,4042,14,california,wind_plus90
12.0,0.5,1.0,627,-22.0,hiercomm_heur,california,4042.0,42,0,california,wind_plus90
12.0,0.5,1.0,418,-22.0,hiercomm_heur,california,4042.0,42,1,california,wind_plus90
3.0,0.8333333333333334,0.9933774834437086,592,-6.433333333333332,hiercomm_heur,california,4042.0,42,2,california,wind_plus90
9.0,0.6666666666666666,1.0,536,-15.666666666666668,hiercomm_heur,california,4042.0,42,3,california,wind_plus90
16.0,0.5,0.9699074074074074,700,-26.099999999999994,hiercomm_heur,california,4042.0,42,4,california,wind_plus90
6.0,0.8333333333333334,1.0,72,-9.333333333333332,hiercomm_heur,california,4042.0,42,5,california,wind_plus90
9.0,0.6666666666666666,0.9772079772079773,197,-15.666666666666668,hiercomm_heur,california,4042.0,42,6,california,wind_plus90
22.0,0.3333333333333333,1.0,693,-35.333333333333336,hiercomm_heur,california,4042.0,42,7,california,wind_plus90
16.0,0.5,0.9929577464788732,641,-26.0,hiercomm_heur,california,4042.0,42,8,california,wind_plus90
28.0,0.1666666666666666,0.9713024282560706,679,-44.96666666666667,hiercomm_heur,california,4042.0,42,9,california,wind_plus90
22.0,0.3333333333333333,0.9479905437352246,679,-35.53333333333334,hiercomm_heur,california,4042.0,42,10,california,wind_plus90
6.0,0.6666666666666666,0.9690949227373068,418,-12.666666666666668,hiercomm_heur,california,4042.0,42,11,california,wind_plus90
22.0,0.3333333333333333,0.9970238095238096,744,-35.333333333333336,hiercomm_heur,california,4042.0,42,12,california,wind_plus90
22.0,0.3333333333333333,1.0,599,-35.333333333333336,hiercomm_heur,california,4042.0,42,13,california,wind_plus90
25.0,0.3333333333333333,0.958057395143488,277,-38.833333333333336,hiercomm_heur,california,4042.0,42,14,california,wind_plus90
12.0,0.5,1.0,498,-22.0,hiercomm_heur,california,4042.0,1042,0,california,wind_plus90
0.0,1.0,1.0,35,0.0,hiercomm_heur,california,4042.0,1042,1,california,wind_plus90
22.0,0.3333333333333333,0.9688249400479616,679,-35.333333333333336,hiercomm_heur,california,4042.0,1042,2,california,wind_plus90
22.0,0.3333333333333333,0.9933774834437086,656,-35.333333333333336,hiercomm_heur,california,4042.0,1042,3,california,wind_plus90
22.0,0.3333333333333333,0.9977924944812362,648,-35.333333333333336,hiercomm_heur,california,4042.0,1042,4,california,wind_plus90
28.0,0.1666666666666666,0.9823399558498896,648,-44.86666666666666,hiercomm_heur,california,4042.0,1042,5,california,wind_plus90
22.0,0.3333333333333333,1.0,426,-35.333333333333336,hiercomm_heur,california,4042.0,1042,6,california,wind_plus90
0.0,1.0,1.0,92,0.0,hiercomm_heur,california,4042.0,1042,7,california,wind_plus90
22.0,0.3333333333333333,1.0,657,-35.333333333333336,hiercomm_heur,california,4042.0,1042,8,california,wind_plus90
9.0,0.6666666666666666,0.958057395143488,525,-15.76666666666667,hiercomm_heur,california,4042.0,1042,9,california,wind_plus90
12.0,0.5,0.927860696517413,265,-22.40000000000001,hiercomm_heur,california,4042.0,1042,10,california,wind_plus90
0.0,1.0,1.0,73,0.0,hiercomm_heur,california,4042.0,1042,11,california,wind_plus90
22.0,0.3333333333333333,0.9933774834437086,692,-35.333333333333336,hiercomm_heur,california,4042.0,1042,12,california,wind_plus90
15.0,0.5,0.9775910364145658,226,-25.2,hiercomm_heur,california,4042.0,1042,13,california,wind_plus90
6.0,0.8333333333333334,0.993127147766323,98,-9.333333333333332,hiercomm_heur,california,4042.0,1042,14,california,wind_plus90
22.0,0.3333333333333333,0.9933774834437086,686,-35.333333333333336,hiercomm_heur,california,4042.0,2042,0,california,wind_plus90
22.0,0.3333333333333333,0.8215962441314554,706,-35.43333333333333,hiercomm_heur,california,4042.0,2042,1,california,wind_plus90
16.0,0.5,0.891832229580574,643,-12.666666666666668,hiercomm_heur,california,4042.0,2042,2,california,wind_plus90
22.0,0.3333333333333333,0.9921875,697,-35.333333333333336,hiercomm_heur,california,4042.0,2042,3,california,wind_plus90
15.0,0.5,0.9805352798053528,287,-25.2,hiercomm_heur,california,4042.0,2042,4,california,wind_plus90
22.0,0.3333333333333333,0.9933774834437086,681,-35.333333333333336,hiercomm_heur,california,4042.0,2042,5,california,wind_plus90
16.0,0.5,1.0,640,-26.0,hiercomm_heur,california,4042.0,2042,6,california,wind_plus90
22.0,0.3333333333333333,1.0,661,-35.333333333333336,hiercomm_heur,california,4042.0,2042,7,california,wind_plus90
22.0,0.3333333333333333,1.0,665,-35.333333333333336,hiercomm_heur,california,4042.0,2042,8,california,wind_plus90
22.0,0.3333333333333333,1.0,640,-35.333333333333336,hiercomm_heur,california,4042.0,2042,9,california,wind_plus90
6.0,0.6666666666666666,0.93598233995585,367,-12.866666666666667,hiercomm_heur,california,4042.0,2042,10,california,wind_plus90
28.0,0.1666666666666666,0.9713024282560706,670,-44.96666666666667,hiercomm_heur,california,4042.0,2042,11,california,wind_plus90
22.0,0.3333333333333333,0.9508196721311476,597,-35.43333333333334,hiercomm_heur,california,4042.0,2042,12,california,wind_plus90
6.0,0.6666666666666666,0.9249448123620309,425,-12.966666666666669,hiercomm_heur,california,4042.0,2042,13,california,wind_plus90
9.0,0.6666666666666666,0.933774834437086,546,-16.066666666666666,hiercomm_heur,california,4042.0,2042,14,california,wind_plus90
9.0,0.6666666666666666,0.9823399558498896,273,-15.666666666666668,hiercomm_heur,california,4042.0,3042,0,california,wind_plus90
28.0,0.1666666666666666,0.8653421633554084,655,-44.86666666666666,hiercomm_heur,california,4042.0,3042,1,california,wind_plus90
16.0,0.6666666666666666,1.0,302,-22.666666666666668,hiercomm_heur,california,4042.0,3042,2,california,wind_plus90
22.0,0.3333333333333333,1.0,426,-35.333333333333336,hiercomm_heur,california,4042.0,3042,3,california,wind_plus90
22.0,0.3333333333333333,0.9694656488549618,739,-35.333333333333336,hiercomm_heur,california,4042.0,3042,4,california,wind_plus90
22.0,0.3333333333333333,1.0,447,-35.333333333333336,hiercomm_heur,california,4042.0,3042,5,california,wind_plus90
16.0,0.5,0.9607843137254902,635,-26.0,hiercomm_heur,california,4042.0,3042,6,california,wind_plus90
22.0,0.3333333333333333,0.9977924944812362,573,-35.333333333333336,hiercomm_heur,california,4042.0,3042,7,california,wind_plus90
22.0,0.3333333333333333,0.9896640826873384,674,-35.333333333333336,hiercomm_heur,california,4042.0,3042,8,california,wind_plus90
22.0,0.3333333333333333,0.9933774834437086,680,-35.333333333333336,hiercomm_heur,california,4042.0,3042,9,california,wind_plus90
22.0,0.3333333333333333,0.9976190476190476,738,-35.333333333333336,hiercomm_heur,california,4042.0,3042,10,california,wind_plus90
12.0,0.5,1.0,267,-22.0,hiercomm_heur,california,4042.0,3042,11,california,wind_plus90
0.0,1.0,1.0,0,0.0,hiercomm_heur,california,4042.0,3042,12,california,wind_plus90
22.0,0.3333333333333333,0.9205298013245032,674,-35.53333333333334,hiercomm_heur,california,4042.0,3042,13,california,wind_plus90
10.0,0.8333333333333334,1.0,115,-13.333333333333332,hiercomm_heur,california,4042.0,3042,14,california,wind_plus90
6.0,0.6666666666666666,1.0,560,-12.666666666666668,hiercomm_heur,california,4042.0,4042,0,california,wind_plus90
22.0,0.3333333333333333,0.9801324503311258,520,-35.333333333333336,hiercomm_heur,california,4042.0,4042,1,california,wind_plus90
16.0,0.5,0.9973544973544972,712,-26.0,hiercomm_heur,california,4042.0,4042,2,california,wind_plus90
12.0,0.5,0.9944903581267218,398,-22.0,hiercomm_heur,california,4042.0,4042,3,california,wind_plus90
28.0,0.1666666666666666,1.0,626,-44.66666666666667,hiercomm_heur,california,4042.0,4042,4,california,wind_plus90
9.0,0.6666666666666666,1.0,359,-15.666666666666668,hiercomm_heur,california,4042.0,4042,5,california,wind_plus90
9.0,0.6666666666666666,0.977924944812362,329,-15.966666666666669,hiercomm_heur,california,4042.0,4042,6,california,wind_plus90
6.0,0.6666666666666666,0.9798657718120806,530,-12.666666666666668,hiercomm_heur,california,4042.0,4042,7,california,wind_plus90
12.0,0.5,1.0,250,-22.0,hiercomm_heur,california,4042.0,4042,8,california,wind_plus90
16.0,0.5,0.8980716253443526,695,-26.1,hiercomm_heur,california,4042.0,4042,9,california,wind_plus90
22.0,0.3333333333333333,0.9923076923076924,688,-35.333333333333336,hiercomm_heur,california,4042.0,4042,10,california,wind_plus90
22.0,0.3333333333333333,0.9924812030075189,692,-35.333333333333336,hiercomm_heur,california,4042.0,4042,11,california,wind_plus90
22.0,0.3333333333333333,0.9923664122137404,703,-35.333333333333336,hiercomm_heur,california,4042.0,4042,12,california,wind_plus90
22.0,0.3333333333333333,0.9921259842519684,679,-35.333333333333336,hiercomm_heur,california,4042.0,4042,13,california,wind_plus90
